epoch,train_loss,valid_loss,train_acc,valid_acc
0,0.43340623045576293,0.2311916470888161,0.8675176056338029,0.9229637096774194
1,0.2915198343320632,0.21492673105169688,0.9048195422535211,0.9303830645161291
2,0.2777216101301388,0.19906126066756946,0.9097711267605634,0.9367641129032258
3,0.2956493708869101,0.20176546501686737,0.910981514084507,0.9327923387096775
4,0.2723401062925097,0.17713013426550933,0.9096610915492958,0.9427620967741935
